date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-10-02 03:00:00,11.07,89.25,0.0,95.0,0.0,0.0,0.0
2018-10-02 04:00:00,11.1,92.92,0.0,30.0,0.0,0.0,0.0
2018-10-02 05:00:00,11.4,91.11,0.0,63.75,0.0,0.0,0.0
2018-10-02 06:00:00,11.97,89.94,0.0,75.56,0.0,0.0,0.0
2018-10-02 07:00:00,12.2,92.98,0.0,60.0,35.0,118.5,24.5
2018-10-02 08:00:00,12.5,93.0,1.05,100.0,70.0,150.0,38.0
2018-10-02 09:00:00,13.6,93.07,0.75,110.0,32.5,0.0,32.5
2018-10-02 10:00:00,15.3,89.61,3.6,170.0,44.0,0.0,44.0
2018-10-02 11:00:00,15.57,89.63,3.77,176.67,44.0,0.0,44.0
2018-10-02 12:00:00,17.2,90.31,5.1,170.0,81.0,0.0,81.0
2018-10-02 13:00:00,17.2,90.31,4.1,176.67,45.0,0.0,45.0
2018-10-02 14:00:00,17.1,91.78,3.1,195.0,43.0,0.0,43.0
2018-10-02 15:00:00,17.4,89.78,3.27,176.67,29.5,0.0,29.5
2018-10-02 16:00:00,18.3,90.39,4.1,170.0,89.0,2.5,88.0
2018-10-02 17:00:00,18.3,90.39,3.77,176.67,18.0,0.0,18.0
2018-10-02 18:00:00,18.3,90.39,3.35,185.0,5.0,5.0,5.0
2018-10-02 19:00:00,18.3,90.39,2.35,185.0,0.0,0.0,0.0
2018-10-02 20:00:00,18.7,90.12,3.43,180.0,0.0,0.0,0.0
2018-10-02 21:00:00,18.9,89.86,4.1,180.0,0.0,0.0,0.0
2018-10-02 22:00:00,18.9,89.86,5.7,170.0,0.0,0.0,0.0
2018-10-02 23:00:00,18.7,90.12,4.3,176.67,0.0,0.0,0.0
2018-10-03 00:00:00,18.3,90.39,3.6,185.0,0.0,0.0,0.0
2018-10-03 01:00:00,18.3,90.39,3.43,176.67,0.0,0.0,0.0
2018-10-03 02:00:00,17.97,91.83,1.53,195.0,0.0,0.0,0.0
2018-10-03 03:00:00,17.5,90.31,1.05,330.0,0.0,0.0,0.0
2018-10-03 04:00:00,16.85,86.28,2.1,335.0,0.0,0.0,0.0
2018-10-03 05:00:00,16.7,84.91,3.27,313.33,0.0,0.0,0.0
2018-10-03 06:00:00,15.93,83.4,5.17,286.67,0.0,0.0,0.0
2018-10-03 07:00:00,15.3,83.33,3.35,290.0,13.0,28.5,12.0
2018-10-03 08:00:00,15.3,81.75,2.6,300.0,64.5,8.0,62.5
2018-10-03 09:00:00,15.6,77.58,2.6,340.0,89.0,0.5,89.0
2018-10-03 10:00:00,16.1,77.65,4.1,350.0,164.5,14.5,156.5
2018-10-03 11:00:00,16.4,76.2,3.6,180.0,193.0,8.0,188.0
2018-10-03 12:00:00,16.7,77.75,2.6,20.0,186.0,4.5,183.0
2018-10-03 13:00:00,17.2,75.32,1.5,20.0,230.5,14.0,221.5
2018-10-03 14:00:00,17.2,76.57,2.05,30.0,237.0,24.0,221.5
2018-10-03 15:00:00,17.2,77.82,0.0,280.83,154.5,3.5,152.5
2018-10-03 16:00:00,17.2,77.82,3.1,30.0,107.0,5.0,105.0
2018-10-03 17:00:00,17.03,76.28,2.6,243.33,35.0,8.0,33.5
2018-10-03 18:00:00,15.0,80.63,2.1,40.0,25.0,152.0,14.0
2018-10-03 19:00:00,13.9,86.57,0.0,160.0,0.0,0.0,0.0
2018-10-03 20:00:00,13.35,86.52,0.0,90.0,0.0,0.0,0.0
2018-10-03 21:00:00,12.2,89.94,0.0,0.0,0.0,0.0,0.0
2018-10-03 22:00:00,11.7,89.3,0.0,10.0,0.0,0.0,0.0
2018-10-03 23:00:00,11.4,89.28,0.0,45.0,0.0,0.0,0.0
2018-10-04 00:00:00,11.1,89.25,0.0,80.0,0.0,0.0,0.0
2018-10-04 01:00:00,10.37,89.25,0.0,115.0,0.0,0.0,0.0
2018-10-04 02:00:00,11.4,91.1,0.0,150.0,0.0,0.0,0.0
2018-10-04 03:00:00,11.78,92.96,0.52,290.0,0.0,0.0,0.0
2018-10-04 04:00:00,13.3,90.02,4.1,160.0,0.0,0.0,0.0
2018-10-04 05:00:00,13.6,89.75,3.85,165.0,0.0,0.0,0.0
2018-10-04 06:00:00,13.9,86.57,3.6,170.0,0.0,0.0,0.0
2018-10-04 07:00:00,15.0,83.33,3.6,170.0,23.5,100.0,16.0
2018-10-04 08:00:00,15.3,84.75,4.1,170.0,70.5,60.5,59.0
2018-10-04 09:00:00,17.2,80.92,4.9,175.0,116.5,4.0,115.0
2018-10-04 10:00:00,18.3,77.99,5.7,180.0,247.0,90.0,197.5
2018-10-04 11:00:00,19.45,74.12,6.2,175.0,332.0,134.5,249.5
2018-10-04 12:00:00,21.1,70.81,5.7,170.0,195.0,55.0,158.5
2018-10-04 13:00:00,21.1,73.11,4.6,170.0,200.0,27.0,182.0
2018-10-04 14:00:00,21.1,73.11,5.4,175.0,171.5,11.0,164.5
2018-10-04 15:00:00,21.1,75.96,4.6,180.0,159.5,20.5,148.5
2018-10-04 16:00:00,21.1,78.41,3.1,190.0,101.5,4.0,100.0
2018-10-04 17:00:00,21.1,78.41,2.93,180.0,117.5,275.0,60.0
2018-10-04 18:00:00,20.0,83.91,0.0,0.0,29.5,160.0,17.5
2018-10-04 19:00:00,18.9,89.86,0.0,278.75,0.0,0.0,0.0
2018-10-04 20:00:00,18.6,82.68,3.35,280.0,0.0,0.0,0.0
2018-10-04 21:00:00,17.2,67.33,7.7,290.0,0.0,0.0,0.0
2018-10-04 22:00:00,15.6,72.11,3.6,300.0,0.0,0.0,0.0
2018-10-04 23:00:00,15.0,73.48,3.35,305.0,0.0,0.0,0.0
2018-10-05 00:00:00,13.9,77.31,3.6,340.0,0.0,0.0,0.0
2018-10-05 01:00:00,13.45,77.31,2.6,345.0,0.0,0.0,0.0
2018-10-05 02:00:00,13.9,70.63,3.35,180.0,0.0,0.0,0.0
2018-10-05 03:00:00,12.2,58.86,6.2,10.0,0.0,0.0,0.0
2018-10-05 04:00:00,11.4,58.59,6.7,20.0,0.0,0.0,0.0
2018-10-05 05:00:00,10.25,62.12,7.25,20.0,0.0,0.0,0.0
2018-10-05 06:00:00,8.3,70.71,3.6,360.0,0.0,0.0,0.0
2018-10-05 07:00:00,8.9,67.89,4.1,10.0,39.5,292.0,17.5
2018-10-05 08:00:00,9.45,64.37,4.35,185.0,201.5,702.0,39.5
2018-10-05 09:00:00,11.1,56.55,4.1,360.0,383.5,852.0,49.5
2018-10-05 10:00:00,12.2,54.48,3.6,10.0,540.0,923.5,55.0
2018-10-05 11:00:00,12.5,53.42,4.35,180.0,652.5,960.0,58.5
2018-10-05 12:00:00,13.9,48.74,4.1,10.0,711.0,976.0,60.5
2018-10-05 13:00:00,15.0,41.98,2.6,360.0,699.0,943.5,71.5
2018-10-05 14:00:00,15.3,42.83,2.6,360.0,641.0,935.0,67.0
2018-10-05 15:00:00,16.1,44.13,2.6,59.0,531.5,914.5,57.5
2018-10-05 16:00:00,15.6,45.57,2.1,66.67,365.5,810.5,55.0
2018-10-05 17:00:00,14.45,49.22,2.1,20.0,159.5,437.0,59.0
2018-10-05 18:00:00,11.7,63.45,0.0,45.0,22.5,89.0,17.5
2018-10-05 19:00:00,10.0,76.69,1.5,360.0,0.0,0.0,0.0
2018-10-05 20:00:00,10.0,75.38,0.75,360.0,0.0,0.0,0.0
2018-10-05 21:00:00,10.0,71.05,2.6,350.0,0.0,0.0,0.0
2018-10-05 22:00:00,10.0,68.13,1.5,10.0,0.0,0.0,0.0
2018-10-05 23:00:00,10.0,68.13,1.5,180.0,0.0,0.0,0.0
2018-10-06 00:00:00,9.4,68.48,2.6,10.0,0.0,0.0,0.0
2018-10-06 01:00:00,8.9,67.89,1.5,360.0,0.0,0.0,0.0
2018-10-06 02:00:00,8.9,72.2,0.75,360.0,0.0,0.0,0.0
2018-10-06 03:00:00,9.4,68.48,2.1,360.0,0.0,0.0,0.0
2018-10-06 04:00:00,8.9,70.83,0.0,70.0,0.0,0.0,0.0
2018-10-06 05:00:00,8.9,73.67,0.0,45.0,0.0,0.0,0.0
2018-10-06 06:00:00,8.9,76.51,0.0,20.0,0.0,0.0,0.0
2018-10-06 07:00:00,9.2,77.12,0.0,0.0,27.5,90.5,20.0
2018-10-06 08:00:00,10.0,72.69,0.0,50.0,153.5,341.0,76.5
2018-10-06 09:00:00,11.7,73.87,2.1,200.0,308.5,499.0,115.5
2018-10-06 10:00:00,13.3,74.65,3.1,180.0,200.5,67.0,167.5
2018-10-06 11:00:00,13.6,75.98,3.35,185.0,137.0,0.5,136.5
2018-10-06 12:00:00,14.15,83.81,3.85,170.0,128.0,4.0,125.5
2018-10-06 13:00:00,17.1,77.82,4.85,165.0,157.0,6.0,153.0
2018-10-06 14:00:00,17.5,77.87,5.65,175.0,171.5,7.0,167.0
2018-10-06 15:00:00,17.2,80.92,6.2,170.0,114.0,7.0,110.5
2018-10-06 16:00:00,17.2,83.59,5.7,180.0,59.5,0.5,59.5
2018-10-06 17:00:00,17.15,85.24,5.8,177.5,62.0,28.0,56.0
2018-10-06 18:00:00,17.2,86.89,5.4,175.0,21.0,68.5,16.0
2018-10-06 19:00:00,17.2,90.31,6.7,180.0,0.0,0.0,0.0
2018-10-06 20:00:00,17.5,88.63,5.9,175.0,0.0,0.0,0.0
2018-10-06 21:00:00,17.8,86.95,4.6,180.0,0.0,0.0,0.0
2018-10-06 22:00:00,17.8,86.95,4.6,170.0,0.0,0.0,0.0
2018-10-06 23:00:00,17.8,88.36,4.6,170.0,0.0,0.0,0.0
2018-10-07 00:00:00,18.3,87.0,4.6,170.0,0.0,0.0,0.0
2018-10-07 01:00:00,18.3,87.0,3.6,170.0,0.0,0.0,0.0
2018-10-07 02:00:00,18.3,88.69,3.85,175.0,0.0,0.0,0.0
2018-10-07 03:00:00,18.3,90.39,4.85,175.0,0.0,0.0,0.0
2018-10-07 04:00:00,18.3,90.39,4.1,180.0,0.0,0.0,0.0
2018-10-07 05:00:00,18.3,91.84,3.6,176.67,0.0,0.0,0.0
2018-10-07 06:00:00,18.2,93.3,3.27,180.0,0.0,0.0,0.0
2018-10-07 07:00:00,18.9,89.86,4.1,170.0,4.5,0.0,4.5
2018-10-07 08:00:00,19.15,90.16,3.85,175.0,25.5,0.0,25.5
2018-10-07 09:00:00,20.0,87.16,3.1,190.0,60.5,2.0,59.5
2018-10-07 10:00:00,20.9,84.04,2.07,160.0,194.5,38.0,175.0
2018-10-07 11:00:00,21.6,82.52,2.6,66.67,172.0,17.5,161.5
2018-10-07 12:00:00,18.3,83.59,4.77,130.0,115.5,0.0,115.5
2018-10-07 13:00:00,15.6,83.4,4.1,360.0,96.5,0.5,96.0
2018-10-07 14:00:00,15.0,83.61,4.35,360.0,96.0,0.0,96.0
2018-10-07 15:00:00,15.0,77.48,5.15,10.0,157.5,10.0,152.0
2018-10-07 16:00:00,14.4,77.91,3.1,20.0,68.5,0.5,68.5
2018-10-07 17:00:00,14.4,76.38,3.85,15.0,106.0,337.0,40.0
2018-10-07 18:00:00,13.3,77.22,4.1,20.0,22.5,114.5,15.0
2018-10-07 19:00:00,12.8,77.14,4.1,10.0,0.0,0.0,0.0
2018-10-07 20:00:00,12.8,75.6,3.35,10.0,0.0,0.0,0.0
2018-10-07 21:00:00,11.7,76.96,3.1,10.0,0.0,0.0,0.0
2018-10-07 22:00:00,11.7,76.96,4.1,20.0,0.0,0.0,0.0
2018-10-07 23:00:00,11.4,76.91,4.1,185.0,0.0,0.0,0.0
2018-10-08 00:00:00,11.1,76.86,3.6,10.0,0.0,0.0,0.0
2018-10-08 01:00:00,11.1,74.27,4.1,10.0,0.0,0.0,0.0
2018-10-08 02:00:00,10.9,75.53,3.43,10.0,0.0,0.0,0.0
2018-10-08 03:00:00,10.6,76.78,2.1,20.0,0.0,0.0,0.0
2018-10-08 04:00:00,10.6,76.78,2.1,30.0,0.0,0.0,0.0
2018-10-08 05:00:00,10.3,78.35,2.85,30.0,0.0,0.0,0.0
2018-10-08 06:00:00,10.0,82.72,2.6,10.0,0.0,0.0,0.0
2018-10-08 07:00:00,10.0,82.72,2.1,30.0,26.5,125.0,17.5
2018-10-08 08:00:00,10.0,84.45,2.43,35.0,105.0,303.5,44.0
2018-10-08 09:00:00,10.0,89.16,2.1,185.0,44.0,0.0,44.0
2018-10-08 10:00:00,10.6,89.21,0.75,340.0,115.0,1.5,114.0
2018-10-08 11:00:00,10.85,89.23,0.0,64.62,126.0,0.0,126.0
2018-10-08 12:00:00,12.2,86.4,0.0,90.0,158.5,1.5,157.5
2018-10-08 13:00:00,12.67,86.46,1.37,180.0,143.0,2.0,141.5
2018-10-08 14:00:00,13.33,84.83,2.77,170.0,115.5,0.0,115.5
2018-10-08 15:00:00,15.8,83.4,2.85,170.0,114.0,0.0,114.0
2018-10-08 16:00:00,17.2,77.82,3.6,160.0,57.0,0.0,57.0
2018-10-08 17:00:00,16.95,80.68,4.9,160.0,114.0,293.0,55.5
2018-10-08 18:00:00,16.7,80.33,6.2,170.0,18.5,62.0,14.5
2018-10-08 19:00:00,16.7,80.33,4.1,170.0,0.0,0.0,0.0
2018-10-08 20:00:00,16.7,81.93,4.47,170.0,0.0,0.0,0.0
2018-10-08 21:00:00,16.7,83.53,5.7,175.0,0.0,0.0,0.0
2018-10-08 22:00:00,16.7,83.53,5.1,170.0,0.0,0.0,0.0
2018-10-08 23:00:00,16.7,83.53,4.6,172.5,0.0,0.0,0.0
2018-10-09 00:00:00,16.7,83.53,5.1,180.0,0.0,0.0,0.0
2018-10-09 01:00:00,17.2,83.59,3.6,170.0,0.0,0.0,0.0
2018-10-09 02:00:00,17.2,85.24,4.1,170.0,0.0,0.0,0.0
2018-10-09 03:00:00,17.2,86.89,4.1,190.0,0.0,0.0,0.0
2018-10-09 04:00:00,17.2,86.89,3.1,170.0,0.0,0.0,0.0
2018-10-09 05:00:00,17.5,86.92,3.85,170.0,0.0,0.0,0.0
2018-10-09 06:00:00,17.8,86.95,3.1,170.0,0.0,0.0,0.0
2018-10-09 07:00:00,17.9,89.78,3.85,175.0,26.0,150.5,16.0
2018-10-09 08:00:00,17.97,88.39,3.93,170.0,121.5,348.0,52.5
2018-10-09 09:00:00,18.95,87.05,4.6,185.0,133.0,32.5,119.5
2018-10-09 10:00:00,20.6,80.86,4.6,180.0,392.5,468.0,149.5
2018-10-09 11:00:00,21.87,75.87,4.43,176.67,575.0,791.5,100.0
2018-10-09 12:00:00,25.6,66.49,5.7,190.0,627.5,810.0,103.5
2018-10-09 13:00:00,26.7,62.3,4.6,200.0,625.5,809.0,104.0
2018-10-09 14:00:00,26.95,62.36,5.15,195.0,541.5,699.0,125.0
2018-10-09 15:00:00,26.7,62.3,5.1,170.0,254.0,103.5,201.0
2018-10-09 16:00:00,26.1,66.6,3.1,160.0,145.5,38.5,131.5
2018-10-09 17:00:00,25.85,67.6,4.4,165.0,133.0,395.0,56.0
2018-10-09 18:00:00,23.9,75.93,3.6,160.0,15.5,70.5,11.0
2018-10-09 19:00:00,23.3,78.73,4.6,170.0,0.0,0.0,0.0
2018-10-09 20:00:00,23.05,78.69,4.35,165.0,0.0,0.0,0.0
2018-10-09 21:00:00,21.7,84.11,3.6,160.0,0.0,0.0,0.0
2018-10-09 22:00:00,21.1,87.26,3.1,170.0,0.0,0.0,0.0
2018-10-09 23:00:00,20.85,86.96,1.55,170.0,0.0,0.0,0.0
2018-10-10 00:00:00,20.0,87.16,1.5,160.0,0.0,0.0,0.0
2018-10-10 01:00:00,20.0,89.94,3.6,180.0,0.0,0.0,0.0
2018-10-10 02:00:00,19.7,89.94,2.85,182.5,0.0,0.0,0.0
2018-10-10 03:00:00,20.0,89.94,3.1,185.0,0.0,0.0,0.0
2018-10-10 04:00:00,20.0,89.94,3.1,190.0,0.0,0.0,0.0
2018-10-10 05:00:00,20.0,89.94,3.35,195.0,0.0,0.0,0.0
2018-10-10 06:00:00,20.0,89.94,1.5,65.0,0.0,0.0,0.0
2018-10-10 07:00:00,20.0,93.38,3.1,185.0,23.0,125.0,14.5
2018-10-10 08:00:00,20.4,91.68,2.93,186.67,136.5,383.5,57.0
2018-10-10 09:00:00,20.9,87.26,3.77,173.33,281.5,514.0,92.0
2018-10-10 10:00:00,22.25,78.66,4.1,175.0,477.0,800.0,74.5
2018-10-10 11:00:00,24.45,70.41,4.6,175.0,582.5,841.5,81.5
2018-10-10 12:00:00,27.2,58.27,5.1,160.0,630.0,841.0,90.0
2018-10-10 13:00:00,27.8,56.26,5.1,160.0,565.0,654.0,148.0
2018-10-10 14:00:00,27.8,57.34,5.65,170.0,500.0,612.5,138.0
2018-10-10 15:00:00,28.3,56.74,4.6,170.0,460.5,793.0,70.5
2018-10-10 16:00:00,27.8,56.26,5.7,160.0,310.0,695.5,61.5
2018-10-10 17:00:00,26.95,59.21,5.15,165.0,144.0,514.5,43.5
2018-10-10 18:00:00,25.0,66.37,3.6,180.0,16.0,106.5,10.0
2018-10-10 19:00:00,23.9,70.89,4.1,180.0,0.0,0.0,0.0
2018-10-10 20:00:00,23.35,73.32,4.1,175.0,0.0,0.0,0.0
2018-10-10 21:00:00,22.2,78.57,3.1,180.0,0.0,0.0,0.0
2018-10-10 22:00:00,22.2,78.57,4.1,170.0,0.0,0.0,0.0
2018-10-10 23:00:00,21.95,81.34,4.35,180.0,0.0,0.0,0.0
2018-10-11 00:00:00,21.87,84.16,4.43,176.67,0.0,0.0,0.0
2018-10-11 01:00:00,22.2,84.16,4.6,170.0,0.0,0.0,0.0
2018-10-11 02:00:00,22.2,85.76,4.1,175.0,0.0,0.0,0.0
2018-10-11 03:00:00,21.95,90.06,4.35,180.0,0.0,0.0,0.0
2018-10-11 04:00:00,21.7,90.06,5.1,180.0,0.0,0.0,0.0
2018-10-11 05:00:00,21.7,90.06,5.4,180.0,0.0,0.0,0.0
2018-10-11 06:00:00,21.7,90.06,6.2,180.0,0.0,0.0,0.0
2018-10-11 07:00:00,21.7,90.06,5.7,180.0,3.5,0.0,3.5
2018-10-11 08:00:00,21.8,88.71,5.14,170.0,14.0,0.0,14.0
2018-10-11 09:00:00,22.2,87.36,5.65,175.0,59.5,0.0,59.5
2018-10-11 10:00:00,22.2,87.36,5.1,170.0,106.0,1.5,105.0
2018-10-11 11:00:00,22.2,89.01,4.85,175.0,57.5,0.0,57.5
2018-10-11 12:00:00,22.2,90.66,4.6,180.0,49.5,0.0,49.5
2018-10-11 13:00:00,22.2,87.36,3.6,150.0,41.5,0.0,41.5
2018-10-11 14:00:00,22.2,87.36,3.1,163.33,99.5,0.5,99.0
2018-10-11 15:00:00,21.97,81.0,3.77,166.67,118.0,4.5,116.0
2018-10-11 16:00:00,21.1,87.26,4.1,170.0,83.0,2.5,82.0
2018-10-11 17:00:00,20.93,88.62,4.1,173.33,27.0,0.0,27.0
2018-10-11 18:00:00,20.6,89.98,3.1,200.0,4.5,8.0,4.0
2018-10-11 19:00:00,20.6,80.86,1.9,200.0,0.0,0.0,0.0
2018-10-11 20:00:00,20.3,84.01,2.1,180.0,0.0,0.0,0.0
2018-10-11 21:00:00,19.4,81.21,3.1,290.0,0.0,0.0,0.0
2018-10-11 22:00:00,18.3,75.5,6.7,300.0,0.0,0.0,0.0
2018-10-11 23:00:00,17.75,73.95,6.2,310.0,0.0,0.0,0.0
2018-10-12 00:00:00,16.1,75.13,4.1,300.0,0.0,0.0,0.0
2018-10-12 01:00:00,15.6,72.11,5.1,310.0,0.0,0.0,0.0
2018-10-12 02:00:00,15.3,70.63,5.4,310.0,0.0,0.0,0.0
2018-10-12 03:00:00,14.4,66.73,3.6,300.0,0.0,0.0,0.0
2018-10-12 04:00:00,13.9,66.63,6.2,290.0,0.0,0.0,0.0
2018-10-12 05:00:00,13.9,62.96,6.7,300.0,0.0,0.0,0.0
2018-10-12 06:00:00,13.3,59.55,6.2,320.0,0.0,0.0,0.0
2018-10-12 07:00:00,13.3,59.55,5.1,320.0,6.5,20.0,6.5
2018-10-12 08:00:00,13.05,59.28,6.65,315.0,30.0,0.0,30.0
2018-10-12 09:00:00,12.2,58.86,7.2,300.0,117.0,20.0,109.0
2018-10-12 10:00:00,13.3,59.55,8.8,300.0,303.5,226.0,188.0
2018-10-12 11:00:00,13.6,57.24,8.5,300.0,615.0,929.5,70.0
2018-10-12 12:00:00,13.3,57.11,6.2,300.0,508.0,497.5,194.0
2018-10-12 13:00:00,13.9,52.67,9.3,290.0,520.0,536.0,183.0
2018-10-12 14:00:00,13.6,56.11,8.25,285.0,534.0,704.5,129.5
2018-10-12 15:00:00,13.3,52.88,8.8,290.0,301.5,256.5,174.5
2018-10-12 16:00:00,12.2,52.58,8.2,290.0,157.0,125.5,112.5
2018-10-12 17:00:00,11.95,53.46,7.2,295.0,40.0,0.0,40.0
2018-10-12 18:00:00,10.6,58.46,3.6,280.0,9.5,58.0,7.0
2018-10-12 19:00:00,9.4,60.71,6.7,300.0,0.0,0.0,0.0
2018-10-12 20:00:00,8.85,64.48,4.9,295.0,0.0,0.0,0.0
2018-10-12 21:00:00,8.3,68.25,2.6,310.0,0.0,0.0,0.0
2018-10-12 22:00:00,7.8,70.61,2.1,210.0,0.0,0.0,0.0
2018-10-12 23:00:00,7.5,73.42,1.8,150.0,0.0,0.0,0.0
2018-10-13 00:00:00,8.3,76.41,0.0,70.0,0.0,0.0,0.0
2018-10-13 01:00:00,8.3,76.41,1.5,310.0,0.0,0.0,0.0
2018-10-13 02:00:00,8.6,76.46,0.75,310.0,0.0,0.0,0.0
2018-10-13 03:00:00,8.3,76.41,2.6,240.0,0.0,0.0,0.0
2018-10-13 04:00:00,8.3,76.41,3.1,260.0,0.0,0.0,0.0
2018-10-13 05:00:00,8.3,78.04,2.6,285.0,0.0,0.0,0.0
2018-10-13 06:00:00,7.8,82.44,3.6,280.0,0.0,0.0,0.0
2018-10-13 07:00:00,7.5,85.89,2.85,285.0,6.0,8.0,5.5
2018-10-13 08:00:00,7.6,85.92,2.23,266.67,23.5,0.0,23.5
2018-10-13 09:00:00,7.53,82.44,0.87,260.0,28.0,0.0,28.0
2018-10-13 10:00:00,7.13,82.36,2.07,240.0,73.0,0.0,73.0
2018-10-13 11:00:00,8.37,77.86,2.43,315.0,300.5,101.5,241.0
2018-10-13 12:00:00,10.0,71.05,2.1,250.0,295.5,57.5,259.5
2018-10-13 13:00:00,10.6,65.45,3.6,280.0,325.0,140.5,237.0
2018-10-13 14:00:00,11.15,63.14,2.85,300.0,365.5,363.5,163.0
2018-10-13 15:00:00,11.7,58.74,6.2,290.0,291.0,320.0,144.0
2018-10-13 16:00:00,11.7,58.74,6.2,290.0,293.5,643.0,70.5
2018-10-13 17:00:00,10.85,60.89,6.2,285.0,111.0,353.5,50.0
2018-10-13 18:00:00,8.3,70.71,3.6,310.0,4.5,3.5,4.5
2018-10-13 19:00:00,7.2,76.22,1.5,290.0,0.0,0.0,0.0
2018-10-13 20:00:00,6.4,79.19,1.8,255.0,0.0,0.0,0.0
2018-10-13 21:00:00,6.7,76.14,0.0,271.0,0.0,0.0,0.0
2018-10-13 22:00:00,6.7,78.89,2.6,250.0,0.0,0.0,0.0
2018-10-13 23:00:00,6.4,80.55,2.35,235.0,0.0,0.0,0.0
2018-10-14 00:00:00,6.7,85.24,0.0,228.33,0.0,0.0,0.0
2018-10-14 01:00:00,6.7,82.3,0.0,225.56,0.0,0.0,0.0
2018-10-14 02:00:00,6.7,82.3,0.0,231.25,0.0,0.0,0.0
2018-10-14 03:00:00,6.7,85.24,0.0,222.5,0.0,0.0,0.0
2018-10-14 04:00:00,6.1,85.77,0.0,232.5,0.0,0.0,0.0
2018-10-14 05:00:00,5.25,87.55,0.0,255.0,0.0,0.0,0.0
2018-10-14 06:00:00,4.4,89.33,0.0,242.5,0.0,0.0,0.0
2018-10-14 07:00:00,6.1,85.77,1.5,190.0,7.5,2.0,7.5
2018-10-14 08:00:00,6.65,84.07,1.8,195.0,79.0,58.0,66.5
2018-10-14 09:00:00,8.9,76.51,0.0,0.0,242.5,353.5,108.0
2018-10-14 10:00:00,11.1,66.02,1.5,208.33,393.5,496.0,151.5
2018-10-14 11:00:00,11.4,62.38,1.5,248.75,509.0,606.0,162.5
2018-10-14 12:00:00,13.9,48.74,3.1,270.0,523.5,527.0,196.0
2018-10-14 13:00:00,15.0,45.4,3.1,281.67,505.5,468.0,216.5
2018-10-14 14:00:00,14.7,48.19,3.6,190.0,500.0,606.0,158.0
2018-10-14 15:00:00,14.4,49.23,2.6,150.0,460.5,831.0,70.0
2018-10-14 16:00:00,14.4,49.23,2.6,170.0,306.0,734.5,60.0
2018-10-14 17:00:00,13.85,52.0,2.35,165.0,134.5,529.0,42.0
2018-10-14 18:00:00,11.1,63.31,1.5,120.0,11.5,89.5,8.5
2018-10-14 19:00:00,9.4,73.97,0.0,0.0,0.0,0.0,0.0
2018-10-14 20:00:00,8.3,78.16,0.0,0.0,0.0,0.0,0.0
2018-10-14 21:00:00,9.4,73.97,2.1,170.0,0.0,0.0,0.0
2018-10-14 22:00:00,9.4,73.97,2.1,160.0,0.0,0.0,0.0
2018-10-14 23:00:00,9.15,75.24,2.35,170.0,0.0,0.0,0.0
2018-10-15 00:00:00,7.2,82.36,0.0,263.33,0.0,0.0,0.0
2018-10-15 01:00:00,6.7,78.89,0.0,136.67,0.0,0.0,0.0
2018-10-15 02:00:00,6.15,83.84,0.0,10.0,0.0,0.0,0.0
2018-10-15 03:00:00,5.0,88.74,0.0,70.0,0.0,0.0,0.0
2018-10-15 04:00:00,4.4,89.33,0.0,130.0,0.0,0.0,0.0
2018-10-15 05:00:00,4.7,89.04,0.75,190.0,0.0,0.0,0.0
2018-10-15 06:00:00,7.8,85.95,2.6,170.0,0.0,0.0,0.0
2018-10-15 07:00:00,8.3,86.01,2.6,190.0,2.5,0.0,2.5
2018-10-15 08:00:00,8.73,87.54,1.87,180.0,20.0,0.0,20.0
2018-10-15 09:00:00,10.4,85.66,5.17,176.67,34.0,0.5,34.0
2018-10-15 10:00:00,11.7,85.77,5.1,180.0,75.5,1.0,75.0
2018-10-15 11:00:00,11.95,86.09,6.65,180.0,98.0,1.0,97.5
2018-10-15 12:00:00,13.3,83.68,7.7,180.0,81.5,0.0,81.5
2018-10-15 13:00:00,14.4,83.81,6.7,180.0,141.5,3.5,139.5
2018-10-15 14:00:00,14.7,83.57,8.0,175.0,141.5,7.5,137.5
2018-10-15 15:00:00,15.0,83.33,7.7,180.0,142.0,22.5,131.0
2018-10-15 16:00:00,15.6,83.4,7.2,170.0,110.5,44.0,94.5
2018-10-15 17:00:00,15.6,83.4,6.7,175.0,39.0,0.0,39.0
2018-10-15 18:00:00,16.1,83.46,6.2,180.0,3.0,0.0,3.0
2018-10-15 19:00:00,16.1,86.79,4.6,190.0,0.0,0.0,0.0
2018-10-15 20:00:00,15.34,83.71,5.26,286.0,0.0,0.0,0.0
2018-10-15 21:00:00,13.6,80.39,8.25,295.0,0.0,0.0,0.0
2018-10-15 22:00:00,13.3,69.28,7.2,300.0,0.0,0.0,0.0
2018-10-15 23:00:00,12.75,67.77,8.75,295.0,0.0,0.0,0.0
2018-10-16 00:00:00,11.1,63.31,7.2,290.0,0.0,0.0,0.0
2018-10-16 01:00:00,8.3,50.96,9.3,300.0,0.0,0.0,0.0
2018-10-16 02:00:00,7.75,48.33,7.75,295.0,0.0,0.0,0.0
2018-10-16 03:00:00,6.1,54.06,3.1,280.0,0.0,0.0,0.0
2018-10-16 04:00:00,6.1,54.06,3.6,250.0,0.0,0.0,0.0
